,navn,postnr,beliggenhedskommune,beliggenhedskommunenr,lat,lon,institutionstype2,institutionstype3,institutionsnummer
84,Ahi International School,2720,Københavns Kommune,101,55.6875406075802,12.4871951099964,Grundskoler,Friskoler og private grundskoler,101172
85,Amager Fælled Skole,2300,Københavns Kommune,101,55.6621169593388,12.596477457471,Grundskoler,Folkeskoler,101174
86,Langelinieskolen,2100,Københavns Kommune,101,55.6996062111084,12.5867412628491,Grundskoler,Folkeskoler,101175
87,Lygten Skole,2400,Københavns Kommune,101,55.7022327631992,12.5358365040029,Grundskoler,Friskoler og private grundskoler,101178
88,Al Hikma Skolen,2450,Københavns Kommune,101,55.6503931524827,12.5224910365209,Grundskoler,Friskoler og private grundskoler,101180
89,Hay Skolen,2450,Københavns Kommune,101,55.6494769607035,12.522663050445,Grundskoler,Friskoler og private grundskoler,101181
90,Sjællands Privatskole,2400,Københavns Kommune,101,55.6985444983091,12.5306831759221,Grundskoler,Friskoler og private grundskoler,101184
91,Mariendal Friskole,1616,Københavns Kommune,101,55.6736017955461,12.556696319726,Grundskoler,Friskoler og private grundskoler,101185
92,Copenhagen City School,1610,Københavns Kommune,101,55.6742769940967,12.5593781673688,Grundskoler,Friskoler og private grundskoler,101188
93,Al-Huda Skolen,2400,Københavns Kommune,101,55.7002194119376,12.5313160036462,Grundskoler,Friskoler og private grundskoler,101189
94,Børneuniversitetet på Vesterbro,1665,Københavns Kommune,101,55.6705871322296,12.5483968790286,Grundskoler,Friskoler og private grundskoler,101191
95,"Københavns Kommunale Ungdomsskole, Byhøjskolen",2200,Københavns Kommune,101,55.6865465399973,12.551303319883,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,101214
96,"Københavns Kommunes Ungdomsskole, Dagkursus",2500,Københavns Kommune,101,55.6624313608506,12.5212104037315,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,101215
97,Hafniaskolen,2100,Københavns Kommune,101,55.7020271080406,12.5857359146557,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,101216
98,"Københavns Kommunes Ungdomsskole, Ungdomsskolen i Hindegade",1303,Københavns Kommune,101,55.6861061653694,12.5882605610933,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,101217
99,Københavns Kommunes Ungdomsskole 8. - 9. Klassen,2400,Københavns Kommune,101,55.7102987940436,12.5312631355144,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,101218
100,Københavns Idrætsefterskole,2450,Københavns Kommune,101,55.64798298,12.51135312,Efterskoler,Efterskoler,101303
101,Al Quds Skole,2400,Københavns Kommune,101,55.7058615957497,12.5262346655179,Grundskoler,Friskoler og private grundskoler,101516
102,Øresundsskolen,2100,Københavns Kommune,101,55.713686262874,12.580920771934,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,101525
103,Al-Hilal Skolen,2400,Københavns Kommune,101,55.7009690047132,12.5360630242783,Grundskoler,Friskoler og private grundskoler,101526
104,Rudolf Steiner Skolen i København,2300,Københavns Kommune,101,55.6485998192614,12.6352937955322,Grundskoler,Friskoler og private grundskoler,101533
105,Heibergskolen,2100,Københavns Kommune,101,55.70298038356,12.5818726356956,Grundskoler,Folkeskoler,101537
106,Frejaskolen,2500,Københavns Kommune,101,55.664978579928,12.5151989490622,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,101538
107,Utterslev Skole,2400,Københavns Kommune,101,55.7112670082224,12.5198615632974,Grundskoler,Folkeskoler,101540
108,Livets Skole,2720,Københavns Kommune,101,55.69540917,12.48215978,Grundskoler,Friskoler og private grundskoler,101541
109,Isbryderen,2300,Københavns Kommune,101,55.6616403158888,12.5762893933904,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101543
110,Den Gule Flyver,2200,Københavns Kommune,101,55.6902705198261,12.5644562695337,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101544
111,Skolen i Ryparken,2100,Københavns Kommune,101,55.7220750476339,12.5609245542599,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,101563
112,Øresunds Internationale Skole,2300,Københavns Kommune,101,55.6468135759415,12.6355359663086,Grundskoler,Friskoler og private grundskoler,101564
113,Solbakken Afdeling Valby-Vesterbro,2450,Københavns Kommune,101,55.6628036798211,12.5310806058058,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101566
114,Dagbehandlingsskolen Fyrtårnet,2720,Københavns Kommune,101,55.6811870092538,12.4853000466718,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101567
115,Skolen Sputnik 2,2400,Københavns Kommune,101,55.698753258594,12.5339115367558,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101569
116,Vesterbro Ny Skole,1762,Københavns Kommune,101,55.6653550779935,12.5405775825191,Grundskoler,Folkeskoler,101572
117,Arildsgård,2700,Københavns Kommune,101,55.7123991432924,12.4798513685168,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101575
118,Skolen i Peter Vedels Gade,2300,Københavns Kommune,101,55.6659081149789,12.5935439921854,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,101580
119,Nord-Vest Privatskole,2400,Københavns Kommune,101,55.7081414456415,12.5244217779389,Grundskoler,Friskoler og private grundskoler,101581
120,Iqra Privatskole,2200,Københavns Kommune,101,55.7042875396379,12.5516780889201,Grundskoler,Friskoler og private grundskoler,101584
121,Ørestad Friskole,2300,Københavns Kommune,101,55.6532726249713,12.5894188886489,Grundskoler,Friskoler og private grundskoler,101585
122,Gasværksvejens Skole,1656,Københavns Kommune,101,55.6701424957163,12.5575471061709,Grundskoler,Folkeskoler,101586
123,Fensmarkskolen,2200,Københavns Kommune,101,55.6959384386299,12.5520986750288,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,101592
124,Salix Skole,2500,Københavns Kommune,101,55.6586888580178,12.5031835580782,Grundskoler,Friskoler og private grundskoler,101593
125,Skolen ved Sorte Hest,1620,Københavns Kommune,101,55.6701225453422,12.5403375306505,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101594
126,Karlsvognen,2300,Københavns Kommune,101,55.6628811762832,12.5777616356661,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101618
127,Kompasset,2720,Københavns Kommune,101,55.6811870092538,12.4853000466718,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101619
128,Polaris,2720,Københavns Kommune,101,55.6811870092538,12.4853000466718,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101620
129,Østerbro International School,2900,Københavns Kommune,101,55.7225510355141,12.560189895989,Grundskoler,Friskoler og private grundskoler,101621
130,Strandparkskolen,2450,Københavns Kommune,101,55.6449867118078,12.5306880808831,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,101908
131,Skole og dagbehandling Frederikshøj,2720,Københavns Kommune,101,55.6962565102863,12.5061324468203,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101910
132,Solbakken Afdeling Emdrup,2400,Københavns Kommune,101,55.7232506131443,12.5299211773884,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,101911
133,Copenhagen International School,2150,Københavns Kommune,101,55.7120913766365,12.5984763756641,Grundskoler,Friskoler og private grundskoler,157041
134,Ørestad Skole,2300,Københavns Kommune,101,55.6312367858568,12.5810236879328,Grundskoler,Folkeskoler,280047
135,Sønderbro - Den Sikrede Institution,2300,Københavns Kommune,101,55.6602431226515,12.5944230623974,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,280066
136,Skolen i Sydhavnen,2450,Københavns Kommune,101,55.6501244626565,12.5524224222155,Grundskoler,Folkeskoler,280129
137,Skolen på Strandboulevarden,2100,Københavns Kommune,101,55.7024169964476,12.5879168566962,Grundskoler,Folkeskoler,280425
138,"SOPU, 10. klasse - København",1717,Københavns Kommune,101,55.6674314021856,12.5569239643571,Grundskoler,Folkeskoler,280435
139,Københavns Kommunes Ungdomsskole Nye Veje,2100,Københavns Kommune,101,55.7041924732027,12.5836759394803,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,280487
140,Kalvebod Fælled Skole,2300,Københavns Kommune,101,55.648553628958,12.5954324999214,Grundskoler,Folkeskoler,280491
141,Søstjerneskolen,2100,Københavns Kommune,101,55.6941053319383,12.5880975511198,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,280530
142,Den dansk-franske Skole af 2014,2400,Københavns Kommune,101,55.7097118577099,12.5391995227966,Grundskoler,Friskoler og private grundskoler,280545
143,Københavns Skole & Idrætsakademi,2100,Københavns Kommune,101,55.7214424732194,12.5590671166609,Grundskoler,Friskoler og private grundskoler,280551
144,Østerbro Privatskole,2100,Københavns Kommune,101,55.70779144,12.55799806,Grundskoler,Friskoler og private grundskoler,280552
145,Den Grønne Friskole,2300,Københavns Kommune,101,55.6647934962694,12.6218606135595,Grundskoler,Friskoler og private grundskoler,280553
146,Barometeret,2300,Københavns Kommune,101,55.6657709173933,12.6274992763507,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,280567
147,Behandlingsskolen Pilen ApS,2300,Københavns Kommune,101,55.6628811762832,12.5777616356661,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,280608
148,Københavns Kommunes Ungdomsskole Ø 10,2100,Københavns Kommune,101,,,Grundskoler,Folkeskoler,280665
149,Københavns Kommunes Ungdomsskole V 10,2450,Københavns Kommune,101,55.6578958843648,12.5356497283789,Grundskoler,Folkeskoler,280666
150,Københavns Kommunes Ungdomsskole 10. vest,1762,Københavns Kommune,101,55.6653550506196,12.5405775644203,Grundskoler,Folkeskoler,280667
151,Københavns Kommunes Ungdomsskole Amager 10,2300,Københavns Kommune,101,55.6652036448008,12.6039364879814,Grundskoler,Folkeskoler,280668
152,Lindevangskolen,2000,Frederiksberg Kommune,147,55.6805120895581,12.5088621592284,Grundskoler,Folkeskoler,147002
153,Søndermarkskolen,2000,Frederiksberg Kommune,147,55.6746004791887,12.5034642455995,Grundskoler,Folkeskoler,147006
154,Skolen på Duevej,2000,Frederiksberg Kommune,147,55.6911252121039,12.5285771073539,Grundskoler,Folkeskoler,147007
155,Skolen ved Bulowsvej,1962,Frederiksberg Kommune,147,55.682698963037,12.5467685327793,Grundskoler,Folkeskoler,147008
156,Skolen på La Cours Vej,2000,Frederiksberg Kommune,147,55.6845664304581,12.5183911153823,Grundskoler,Folkeskoler,147010
157,Skolen på Nyelandsvej,2000,Frederiksberg Kommune,147,55.6828215134584,12.5305716845919,Grundskoler,Folkeskoler,147012
158,Frederik Barfods Skole,1812,Frederiksberg Kommune,147,55.6712467216192,12.5369104563961,Grundskoler,Friskoler og private grundskoler,147017
159,Kaptajn Johnsens Skole,1902,Frederiksberg Kommune,147,55.675851755749,12.5471771275627,Grundskoler,Friskoler og private grundskoler,147018
160,"Prins Henriks Skole, Lycee Francais De Copenhague",1820,Frederiksberg Kommune,147,55.6740851034929,12.5481578729452,Grundskoler,Friskoler og private grundskoler,147019
161,Frederiksberg Friskole,2000,Frederiksberg Kommune,147,55.6776289891693,12.5198973339353,Grundskoler,Friskoler og private grundskoler,147031
162,Jakobskolen,1961,Frederiksberg Kommune,147,55.681236833428,12.5467552360101,Grundskoler,Friskoler og private grundskoler,147033
163,Johannesskolen,2000,Frederiksberg Kommune,147,55.6750414547389,12.5018751828903,Grundskoler,Friskoler og private grundskoler,147034
164,Ny Hollænderskolen,1855,Frederiksberg Kommune,147,55.6758807591376,12.5375665568862,Grundskoler,Folkeskoler,147044
165,Tre Falke Skolen,2000,Frederiksberg Kommune,147,55.6800885506188,12.4980944246467,Grundskoler,Folkeskoler,147051
166,Skolen ved Søerne,1911,Frederiksberg Kommune,147,55.6778429168411,12.552764377293,Grundskoler,Folkeskoler,147052
167,Dagskolen VIKASKU,2000,Frederiksberg Kommune,147,55.6884632568778,12.5343792561279,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,147053
168,Christianskolen,1967,Frederiksberg Kommune,147,55.6839293418409,12.5494669238477,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,147054
169,Kastanievej Efterskole Frederiksberg,1876,Frederiksberg Kommune,147,55.6781449112517,12.5429401848386,Efterskoler,Efterskoler,147304
170,Skolen på Grundtvigsvej,1864,Frederiksberg Kommune,147,55.6783415776133,12.5390879008309,Grundskoler,Folkeskoler,280091
171,Skolen ved Nordens Plads,2000,Frederiksberg Kommune,147,55.6701270195054,12.5030646683468,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,280188
172,Nordstrandskolen,2791,Dragør Kommune,155,55.5986481699811,12.6588071242827,Grundskoler,Folkeskoler,155004
173,St. Magleby Skole,2791,Dragør Kommune,155,55.5955549944841,12.6372393011621,Grundskoler,Folkeskoler,280186
174,Dragør Skole,2791,Dragør Kommune,155,55.593607,12.669817,Grundskoler,Folkeskoler,280187
175,Korsvejens Skole,2770,Tårnby Kommune,185,55.6351051582305,12.61888734916,Grundskoler,Folkeskoler,185002
176,Løjtegårdsskolen,2770,Tårnby Kommune,185,55.6232683475547,12.6199866488346,Grundskoler,Folkeskoler,185003
177,Nordregårdsskolen,2770,Tårnby Kommune,185,55.637011380691,12.6016127762437,Grundskoler,Folkeskoler,185004
178,Pilegårdsskolen,2770,Tårnby Kommune,185,55.6213820031562,12.5967173289874,Grundskoler,Folkeskoler,185005
179,Skelgårdsskolen,2770,Tårnby Kommune,185,55.6044996736614,12.5867814246694,Grundskoler,Folkeskoler,185006
180,Specialskolen Tårnbygård,2770,Tårnby Kommune,185,55.6191417466993,12.6051204782166,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,185008
181,Kastrupgårdsskolen,2770,Tårnby Kommune,185,55.6328091303368,12.6260601213223,Grundskoler,Folkeskoler,185010
182,Amager Privatskole,2770,Tårnby Kommune,185,55.6252039432801,12.5997549244238,Grundskoler,Friskoler og private grundskoler,185013
183,Skottegårdsskolen,2770,Tårnby Kommune,185,55.6378386213013,12.6382510604014,Grundskoler,Folkeskoler,185014
184,Tårnby Ungdomsskole,2770,Tårnby Kommune,185,55.6229785685832,12.602513130301,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,185210
185,Egelundskolen,2620,Albertslund Kommune,165,55.6694333524474,12.3288888850978,Grundskoler,Folkeskoler,165001
186,Albertslund Lille Skole,2620,Albertslund Kommune,165,55.6881228188889,12.3713530084615,Grundskoler,Friskoler og private grundskoler,165011
187,"Brøndagerskolen, Helhedstilbudet",2620,Albertslund Kommune,165,55.6563788112014,12.3618181042937,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,165015
188,Herstedøster Skole,2620,Albertslund Kommune,165,55.675417655404,12.3642250315285,Grundskoler,Folkeskoler,165019
189,Herstedvester Skole,2620,Albertslund Kommune,165,55.6695179691909,12.3406943353798,Grundskoler,Folkeskoler,165020
190,Herstedlund Skole,2620,Albertslund Kommune,165,55.659586672471,12.3414946069129,Grundskoler,Folkeskoler,280106
191,Albertslund Ungecenter,2620,Albertslund Kommune,165,55.6556010309231,12.3494117752676,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,280472
192,Baltorpskolen - Grantoften,2750,Ballerup Kommune,151,55.7258774499856,12.3439769062878,Grundskoler,Folkeskoler,151002
193,Hedegårdsskolen,2750,Ballerup Kommune,151,55.7203335714025,12.3577711793912,Grundskoler,Folkeskoler,151003
194,Skovlunde Skole - Nord,2740,Ballerup Kommune,151,55.7203302040417,12.4057199734593,Grundskoler,Folkeskoler,151005
195,Måløvhøj Skole - Måløv,2760,Ballerup Kommune,151,55.751227198153,12.3215801391989,Grundskoler,Folkeskoler,151006
196,Skovlunde Skole - Syd,2740,Ballerup Kommune,151,55.7152195730705,12.3998051987383,Grundskoler,Folkeskoler,151008
197,Baltorpskolen - Rugvænget,2750,Ballerup Kommune,151,55.7265140337824,12.3606893334197,Grundskoler,Folkeskoler,151009
198,Skovvejens Skole - Vest,2750,Ballerup Kommune,151,55.7424365773645,12.3658827147411,Grundskoler,Folkeskoler,151011
199,Skovvejens Skole - Øst,2750,Ballerup Kommune,151,55.7489098241296,12.3795061205711,Grundskoler,Folkeskoler,151012
200,Måløvhøj Skole - Østerhøj,2750,Ballerup Kommune,151,55.7502084193695,12.3344324515659,Grundskoler,Folkeskoler,151013
201,Hareskovens Lilleskole,2750,Ballerup Kommune,151,55.7559919816893,12.3885705257075,Grundskoler,Friskoler og private grundskoler,151014
202,Ballerup Ny Skole,2750,Ballerup Kommune,151,55.755656268291,12.3456160200617,Grundskoler,Friskoler og private grundskoler,151018
